model_name,chunk_size,delta,noise,ground_threshold,min_support_per_class,precision,recall,f1
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.07,0.1,9,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.07,0.1,10,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.01,1,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.01,2,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.01,3,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.01,4,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.01,5,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.01,6,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.01,7,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.01,8,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.01,9,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.01,10,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.02,1,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.02,2,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.02,3,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.02,4,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.02,5,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.02,6,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.02,7,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.02,8,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.02,9,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.02,10,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.03,1,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.03,2,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.03,3,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.03,4,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.03,5,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.03,6,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.03,7,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.03,8,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.03,9,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.03,10,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.04,1,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.04,2,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.04,3,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.04,4,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.04,5,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.04,6,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.04,7,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.04,8,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.04,9,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.04,10,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.05,1,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.05,2,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.05,3,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.05,4,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.05,5,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.05,6,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.05,7,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.05,8,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.05,9,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.05,10,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.06,1,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.06,2,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.06,3,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.06,4,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.06,5,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.06,6,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.06,7,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.06,8,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.06,9,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.06,10,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.07,1,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.07,2,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.07,3,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.07,4,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.07,5,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.07,6,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.07,7,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.07,8,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.07,9,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.07,10,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.08,1,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.08,2,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.08,3,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.08,4,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.08,5,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.08,6,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.08,7,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.08,8,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.08,9,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.08,10,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.09,1,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.09,2,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.09,3,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.09,4,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.09,5,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.09,6,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.09,7,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.09,8,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.09,9,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.09,10,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.1,1,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.1,2,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.1,3,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.1,4,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.1,5,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.1,6,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.1,7,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.1,8,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.1,9,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,50,0.08,0.1,10,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.01,1,3,0.7894736842105263,0.23076923076923078,0.35714285714285715
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.01,2,3,0.8333333333333334,0.11538461538461539,0.2027027027027027
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.01,3,3,0.7777777777777778,0.05384615384615385,0.10071942446043165
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.01,4,3,0.75,0.023076923076923078,0.04477611940298507
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.01,5,3,1.0,0.015384615384615385,0.030303030303030307
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.01,6,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.01,7,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.01,8,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.01,9,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.01,10,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.02,1,3,0.875,0.2153846153846154,0.345679012345679
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.02,2,3,0.7857142857142857,0.08461538461538462,0.15277777777777776
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.02,3,3,0.8333333333333334,0.038461538461538464,0.07352941176470588
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.02,4,3,1.0,0.023076923076923078,0.04511278195488722
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.02,5,3,1.0,0.007692307692307693,0.015267175572519085
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.02,6,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.02,7,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.02,8,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.02,9,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.02,10,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.03,1,3,0.8620689655172413,0.19230769230769232,0.3144654088050315
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.03,2,3,0.8333333333333334,0.07692307692307693,0.14084507042253522
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.03,3,3,0.8333333333333334,0.038461538461538464,0.07352941176470588
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.03,4,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.03,5,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.03,6,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.03,7,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.03,8,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.03,9,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.03,10,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.04,1,3,0.8260869565217391,0.14615384615384616,0.24836601307189543
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.04,2,3,0.8333333333333334,0.038461538461538464,0.07352941176470588
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.04,3,3,1.0,0.023076923076923078,0.04511278195488722
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.04,4,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.04,5,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.04,6,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.04,7,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.04,8,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.04,9,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.04,10,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.05,1,3,0.9444444444444444,0.13076923076923078,0.22972972972972974
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.05,2,3,1.0,0.03076923076923077,0.059701492537313446
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.05,3,3,1.0,0.015384615384615385,0.030303030303030307
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.05,4,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.05,5,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.05,6,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.05,7,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.05,8,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.05,9,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.05,10,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.06,1,3,1.0,0.09230769230769231,0.16901408450704225
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.06,2,3,1.0,0.015384615384615385,0.030303030303030307
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.06,3,3,1.0,0.007692307692307693,0.015267175572519085
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.06,4,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.06,5,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.06,6,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.06,7,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.06,8,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.06,9,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.06,10,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.07,1,3,1.0,0.05384615384615385,0.10218978102189781
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.07,2,3,1.0,0.015384615384615385,0.030303030303030307
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.07,3,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.07,4,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.07,5,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.07,6,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.07,7,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.07,8,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.07,9,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.07,10,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.08,1,3,1.0,0.023076923076923078,0.04511278195488722
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.08,2,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.08,3,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.08,4,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.08,5,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.08,6,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.08,7,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.08,8,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.08,9,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.08,10,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.09,1,3,1.0,0.015384615384615385,0.030303030303030307
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.09,2,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.09,3,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.09,4,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.09,5,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.09,6,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.09,7,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.09,8,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.09,9,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.09,10,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.1,1,3,1.0,0.007692307692307693,0.015267175572519085
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.1,2,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.1,3,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.1,4,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.1,5,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.1,6,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.1,7,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.1,8,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.1,9,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.02,0.1,10,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.01,1,3,0.85,0.13076923076923078,0.22666666666666668
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.01,2,3,0.9090909090909091,0.07692307692307693,0.14184397163120568
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.01,3,3,0.5,0.007692307692307693,0.015151515151515154
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.01,4,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.01,5,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.01,6,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.01,7,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.01,8,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.01,9,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.01,10,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.02,1,3,0.8333333333333334,0.11538461538461539,0.2027027027027027
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.02,2,3,0.875,0.05384615384615385,0.10144927536231883
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.02,3,3,0.5,0.007692307692307693,0.015151515151515154
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.02,4,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.02,5,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.02,6,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.02,7,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.02,8,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.02,9,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.02,10,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.03,1,3,0.875,0.1076923076923077,0.1917808219178082
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.03,2,3,0.8333333333333334,0.038461538461538464,0.07352941176470588
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.03,3,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.03,4,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.03,5,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.03,6,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.03,7,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.03,8,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.03,9,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.03,10,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.04,1,3,0.9,0.06923076923076923,0.1285714285714286
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.04,2,3,0.6666666666666666,0.015384615384615385,0.03007518796992481
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.04,3,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.04,4,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.04,5,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.04,6,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.04,7,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.04,8,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.04,9,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.04,10,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.05,1,3,1.0,0.06153846153846154,0.11594202898550725
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.05,2,3,1.0,0.007692307692307693,0.015267175572519085
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.05,3,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.05,4,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.05,5,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.05,6,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.05,7,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.05,8,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.05,9,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.05,10,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.06,1,3,1.0,0.038461538461538464,0.07407407407407407
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.06,2,3,1.0,0.007692307692307693,0.015267175572519085
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.06,3,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.06,4,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.06,5,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.06,6,3,0.0,0.0,0.0
Qwen_Qwen3-235B-A22B-Thinking-2507,100,0.03,0.06,7,3,0.0,0.0,0.0
